ccy,date,rate
KRW,2005-12-16,0.000983767830791933
MYR,2005-12-16,0.2646202699126753
NOK,2005-12-16,0.1504347564461293
NZD,2005-12-16,0.6915151096051451
PLN,2005-12-16,0.3099525772556799
RUB,2005-12-16,0.034908887802834604
SAR,2005-12-16,0.2666382252559727
SEK,2005-12-16,0.12690516377111385
SGD,2005-12-16,0.6000600060006
THB,2005-12-16,0.02442897276169537
TRY,2005-12-16,0.7404664938911514
TWD,2005-12-16,0.030151814385430638
USD,2005-12-16,1.0
ZAR,2005-12-16,0.15597460733392604
AUD,2005-12-19,0.7429972509101715
CAD,2005-12-19,0.8610297916307904
CHF,2005-12-19,0.7729767334003246
CNY,2005-12-19,0.12390038409119067
CZK,2005-12-19,0.041416613860484
DKK,2005-12-19,0.1608544588856003
EUR,2005-12-19,1.1993302784631654
GBP,2005-12-19,1.7624250969333803
HKD,2005-12-19,0.12899231205820133
HUF,2005-12-19,0.004751961847448719
ILS,2005-12-19,0.21670820240546107
INR,2005-12-19,0.022237046920169003
JPY,2005-12-19,0.008617718028266115
KRW,2005-12-19,0.0009847365829640572
MYR,2005-12-19,0.2645502645502646
NOK,2005-12-19,0.149828446428839
NZD,2005-12-19,0.6907031357922365
PLN,2005-12-19,0.31164298180004985
RUB,2005-12-19,0.03489548801339987
SAR,2005-12-19,0.2666453350398635
SEK,2005-12-19,0.1272961034662729
SGD,2005-12-19,0.601576129459183
THB,2005-12-19,0.02442002442002442
TRY,2005-12-19,0.7410151908114117
TWD,2005-12-19,0.0301313727853441
USD,2005-12-19,1.0
ZAR,2005-12-19,0.15710919088766692
AUD,2005-12-20,0.7355104442483084
CAD,2005-12-20,0.8527330092947898
CHF,2005-12-20,0.7652865998316369
CNY,2005-12-20,0.12390345442830945
CZK,2005-12-20,0.041074509159615545
DKK,2005-12-20,0.15941590014188015
EUR,2005-12-20,1.1888087277846209
GBP,2005-12-20,1.7596339961288052
HKD,2005-12-20,0.12899231205820133
HUF,2005-12-20,0.004736465431617517
ILS,2005-12-20,0.21724961981316526
INR,2005-12-20,0.022040996253030642
JPY,2005-12-20,0.008552125203112973
KRW,2005-12-20,0.000983671060397403
MYR,2005-12-20,0.2645712622694923
NOK,2005-12-20,0.14784151389710234
NZD,2005-12-20,0.684603272403642
PLN,2005-12-20,0.31004867764238986
RUB,2005-12-20,0.03480682213713888
SAR,2005-12-20,0.2666382252559727
SEK,2005-12-20,0.12629292380747906
SGD,2005-12-20,0.6006727534839019
THB,2005-12-20,0.024405125076266014
TRY,2005-12-20,0.7400281210686006
TWD,2005-12-20,0.030076997112608275
USD,2005-12-20,1.0
ZAR,2005-12-20,0.15729453401494298
AUD,2005-12-21,0.7330840847445201
CAD,2005-12-21,0.8528057308545113
CHF,2005-12-21,0.7601672367920943
CNY,2005-12-21,0.12385588129652335
CZK,2005-12-21,0.04080067239508108
DKK,2005-12-21,0.15838824125696907
EUR,2005-12-21,1.181391304347826
GBP,2005-12-21,1.7391304347826089
HKD,2005-12-21,0.1289889843407373
HUF,2005-12-21,0.00470862554278681
ILS,2005-12-21,0.21682567215958368
INR,2005-12-21,0.02213368747233289
JPY,2005-12-21,0.0085149863760218
KRW,2005-12-21,0.0009819324430479183
MYR,2005-12-21,0.2645712622694923
NOK,2005-12-21,0.14680838569499088
NZD,2005-12-21,0.6787944610371979
PLN,2005-12-21,0.3077870113881194
RUB,2005-12-21,0.0346884972942972
SAR,2005-12-21,0.2666453350398635
SEK,2005-12-21,0.1253494114845131
SGD,2005-12-21,0.5994844433786943
THB,2005-12-21,0.02442598925256473
TRY,2005-12-21,0.7380073800738007
TWD,2005-12-21,0.03006976184748617
USD,2005-12-21,1.0
ZAR,2005-12-21,0.15636483042234142
AUD,2005-12-22,0.7316894709885124
CAD,2005-12-22,0.8557247989046722
CHF,2005-12-22,0.7620789513793629
CNY,2005-12-22,0.1238574153434566
CZK,2005-12-22,0.040891934883682896
DKK,2005-12-22,0.1590760860919778
EUR,2005-12-22,1.1864583333333332
GBP,2005-12-22,1.7361111111111107
HKD,2005-12-22,0.12897900221843886
HUF,2005-12-22,0.004715421928881063
ILS,2005-12-22,0.21746694502435632
INR,2005-12-22,0.02215820961666297
JPY,2005-12-22,0.008573388203017833
KRW,2005-12-22,0.000983767830791933
MYR,2005-12-22,0.2646202699126753
NOK,2005-12-22,0.14751220663509906
NZD,2005-12-22,0.6738998584810297
PLN,2005-12-22,0.3083564600678384
RUB,2005-12-22,0.034732231858487
SAR,2005-12-22,0.26663111585121985
SEK,2005-12-22,0.1254390366281987
SGD,2005-12-22,0.5990893841361131
THB,2005-12-22,0.024405125076266014
TRY,2005-12-22,0.7404664938911514
TWD,2005-12-22,0.03006704952043056
USD,2005-12-22,1.0
ZAR,2005-12-22,0.15664160401002505
AUD,2005-12-23,0.7285974499089253
CAD,2005-12-23,0.8570449091532396
CHF,2005-12-23,0.7618467164406522
CNY,2005-12-23,0.12385588129652335
CZK,2005-12-23,0.040965809935028234
DKK,2005-12-23,0.15908114729323428
EUR,2005-12-23,1.1869045556902824
GBP,2005-12-23,1.7322016282695305
HKD,2005-12-23,0.12897900221843886
HUF,2005-12-23,0.004718534687364047
ILS,2005-12-23,0.21822149481723951
INR,2005-12-23,0.022163120567375887
JPY,2005-12-23,0.008597713008339782
KRW,2005-12-23,0.0009865824782951855
MYR,2005-12-23,0.2645852626008731
NOK,2005-12-23,0.14750785479326775
NZD,2005-12-23,0.6723141051499261
PLN,2005-12-23,0.3092528451261752
RUB,2005-12-23,0.03474695529804201
SAR,2005-12-23,0.2666382252559727
SEK,2005-12-23,0.1255587363768771
SGD,2005-12-23,0.6003482019571351
THB,2005-12-23,0.02444390124663897
TRY,2005-12-23,0.7405761682589054
TWD,2005-12-23,0.0301427258066947
USD,2005-12-23,1.0
ZAR,2005-12-23,0.1572623765490344
AUD,2005-12-28,0.7308872971787751
CAD,2005-12-28,0.8600670852326481
CHF,2005-12-28,0.7640586797066015
CNY,2005-12-28,0.1238927089140804
CZK,2005-12-28,0.04116412135182973
DKK,2005-12-28,0.15971634377345836
EUR,2005-12-28,1.1916767397686066
GBP,2005-12-28,1.7268174753928511
HKD,2005-12-28,0.12898399308645794
HUF,2005-12-28,0.0047255919630912364
ILS,2005-12-28,0.21800741225201656
INR,2005-12-28,0.022175407473112318
JPY,2005-12-28,0.008519338899301414
KRW,2005-12-28,0.000986679822397632
MYR,2005-12-28,0.2645642626594
NOK,2005-12-28,0.14817449027975346
NZD,2005-12-28,0.6826870562534134
PLN,2005-12-28,0.3086324496157526
RUB,2005-12-28,0.03478865889719951
SAR,2005-12-28,0.2666240068255746
SEK,2005-12-28,0.12669132924542645
SGD,2005-12-28,0.6003842459173871
THB,2005-12-28,0.024411082631514702
TRY,2005-12-28,0.7417297136923304
TWD,2005-12-28,0.03020828613288625
USD,2005-12-28,1.0
ZAR,2005-12-28,0.15742329549926798
AUD,2005-12-29,0.7321180174244089
CAD,2005-12-29,0.8585164835164835
CHF,2005-12-29,0.7601094557616296
CNY,2005-12-29,0.12394645513138325
CZK,2005-12-29,0.040777546251931834
DKK,2005-12-29,0.15875535799333226
EUR,2005-12-29,1.1844693701466782
GBP,2005-12-29,1.725625539257981
HKD,2005-12-29,0.12897733868159364
HUF,2005-12-29,0.0046875117187792975
ILS,2005-12-29,0.21815008726003493
INR,2005-12-29,0.022143489813994686
JPY,2005-12-29,0.008491126772522714
KRW,2005-12-29,0.0009896091044037606
MYR,2005-12-29,0.2645572634196672
NOK,2005-12-29,0.14775195401959193
NZD,2005-12-29,0.6825938566552899
PLN,2005-12-29,0.3071064430931761
RUB,2005-12-29,0.034716195105016494
SAR,2005-12-29,0.2666382252559727
SEK,2005-12-29,0.12575136440230375
SGD,2005-12-29,0.6006727534839019
THB,2005-12-29,0.024393218685205515
TRY,2005-12-29,0.7411250277921886
TWD,2005-12-29,0.030392365437802025
USD,2005-12-29,1.0
ZAR,2005-12-29,0.15817779183802594
AUD,2005-12-30,0.7336218912772358
CAD,2005-12-30,0.8557247989046722
CHF,2005-12-30,0.7588404917286385
CNY,2005-12-30,0.12394338266279965
CZK,2005-12-30,0.04063388866314507
DKK,2005-12-30,0.15814777327935226
EUR,2005-12-30,1.1797424892703865
GBP,2005-12-30,1.7167381974248928
HKD,2005-12-30,0.12897234832851834
HUF,2005-12-30,0.004671683431781276
ILS,2005-12-30,0.21721186845649249
INR,2005-12-30,0.022217285047767158
JPY,2005-12-30,0.008471704506946797
KRW,2005-12-30,0.00099601593625498
MYR,2005-12-30,0.2645852626008731
NOK,2005-12-30,0.1476908535054424
NZD,2005-12-30,0.6811989100817438
PLN,2005-12-30,0.3070027323243177
RUB,2005-12-30,0.034793016345759084
SAR,2005-12-30,0.2666382252559727
SEK,2005-12-30,0.12568340350656695
SGD,2005-12-30,0.6013952369497233
THB,2005-12-30,0.024390243902439025
TRY,2005-12-30,0.7399186089530152
TWD,2005-12-30,0.03044788843893676
USD,2005-12-30,1.0
ZAR,2005-12-30,0.15766653527788727
AUD,2006-01-03,0.7369196757553427
CAD,2006-01-03,0.8655760408551891
CHF,2006-01-03,0.7723200494284832
CNY,2006-01-03,0.12394338266279965
CZK,2006-01-03,0.04119328714192736
DKK,2006-01-03,0.16053168092723094
EUR,2006-01-03,1.197913043478261
GBP,2006-01-03,1.7391304347826089
HKD,2006-01-03,0.12896735836159867
HUF,2006-01-03,0.004758480921584517
ILS,2006-01-03,0.2179598953792502
INR,2006-01-03,0.022256843979523704
JPY,2006-01-03,0.008572653236176597
KRW,2006-01-03,0.0009955201592832257
MYR,2006-01-03,0.2646202699126753
NOK,2006-01-03,0.15054119559817544
NZD,2006-01-03,0.6813845734532571
PLN,2006-01-03,0.312256049960968
RUB,2006-01-03,0.034793016345759084
SAR,2006-01-03,0.2666453350398635
SEK,2006-01-03,0.127914859869271
SGD,2006-01-03,0.6050704907121679
THB,2006-01-03,0.02451280794214977
TRY,2006-01-03,0.7434391495056129
TWD,2006-01-03,0.030636316289329377
USD,2006-01-03,1.0
ZAR,2006-01-03,0.16022303045839809
AUD,2006-01-04,0.7451009611802398
CAD,2006-01-04,0.8691873098652759
CHF,2006-01-04,0.7804573480059314
CNY,2006-01-04,0.12396181975951405
CZK,2006-01-04,0.04169428913321742
DKK,2006-01-04,0.16200103680663558
EUR,2006-01-04,1.2086925919408762
GBP,2006-01-04,1.7596339961288052
HKD,2006-01-04,0.12896902164100182
HUF,2006-01-04,0.004823044894348791
ILS,2006-01-04,0.2184312269282017
INR,2006-01-04,0.022351363433169427
JPY,2006-01-04,0.00859623484913608
KRW,2006-01-04,0.0010016527269995491
MYR,2006-01-04,0.2651746174856143
NOK,2006-01-04,0.15221626887481735
NZD,2006-01-04,0.6870963309055931
PLN,2006-01-04,0.3164356686285678
RUB,2006-01-04,0.034793016345759084
SAR,2006-01-04,0.2666240068255746
SEK,2006-01-04,0.1293476995511635
SGD,2006-01-04,0.6076810889645115
THB,2006-01-04,0.02470050636038039
TRY,2006-01-04,0.7480550568521843
TWD,2006-01-04,0.030923850019327407
USD,2006-01-04,1.0
ZAR,2006-01-04,0.16229814168627768
AUD,2006-01-05,0.7469933517591694
CAD,2006-01-05,0.8600670852326481
CHF,2006-01-05,0.7822277847309137
CNY,2006-01-05,0.12401255007006708
CZK,2006-01-05,0.04182053137167161
DKK,2006-01-05,0.16208768943998705
EUR,2006-01-05,1.2092696629213484
GBP,2006-01-05,1.7556179775280902
